code;name_pl;name_en
O72.1;Inny bezpośredni krwotok poporodowy;Other immediate postpartum haemorrhage
O72.2;Późny i wtórny krwotok poporodowy;Delayed and secondary postpartum haemorrhage
O72.3;Poporodowe zaburzenia krzepnięcia;Postpartum coagulation defects
O73;Zatrzymanie łożyska i błon płodowych, bez krwotoku;
O73.0;Zatrzymanie łożyska bez krwotoku;Retained placenta without haemorrhage
O73.1;Zatrzymanie resztek łożyska i błon płodowych, bez krwotoku;Retained portions of placenta and membranes, without haemorrhage
O74;Powikłania znieczulenia w trakcie czynności porodowej i porodu;
O74.0;Zachłystowe zapalenie płuc spowodowane przez znieczulenie w trakcie czynności porodowej i porodu;Aspiration pneumonitis due to anaesthesia during labour and delivery
O74.1;Inne powikłania płucne znieczulenia w trakcie czynności porodowej i porodu;Other pulmonary complications of anaesthesia during labour and delivery
O74.2;Powikłania sercowe znieczulenia w trakcie czynności porodowej lub porodu;Cardiac complications of anaesthesia during labour and delivery
O74.3;Powikłania znieczulenia w trakcie czynności porodowej lub porodu ze strony ośrodkowego układu nerwowego;Central nervous system complications of anaesthesia during labour and delivery
O74.4;Reakcje toksyczne na środki do znieczulenia miejscowego w trakcie czynności porodowej lub porodu;Toxic reaction to local anaesthesia during labour and delivery
O74.5;Ból głowy będący następstwem znieczulenia rdzeniowego lub nadtwardówkowego w trakcie czynności porodowej lub porodu;Spinal and epidural anaesthesia-induced headache during labour and delivery
O74.6;Inne powikłania znieczulenia rdzeniowego lub nadtwardówkowego w trakcie czynności porodowej i porodu;Other complications of spinal and epidural anaesthesia during labour and delivery
O74.7;Nieudana lub trudna intubacja w trakcie czynności porodowej i porodu;Failed or difficult intubation during labour and delivery
O74.8;Inne powikłania znieczulenia w trakcie czynności porodowej lub porodu;Other complications of anaesthesia during labour and delivery
O74.9;Powikłania znieczulenia w trakcie czynności porodowej lub porodu, nieokreślone;Complication of anaesthesia during labour and delivery, unspecified
O75;Inne powikłania czynności porodowej i porodu niesklasyfikowane gdzie indziej;
O75.0;Stan zagrożenia ciężarnej w trakcie czynności porodowej i porodu;Maternal distress during labour and delivery
O75.1;Wstrząs w czasie lub w następstwie czynności porodowej i porodu;Shock during or following labour and delivery
O75.2;Gorączka w czasie porodu, niesklasyfikowana gdzie indziej;Pyrexia during labour, not elsewhere classified
O75.3;Inne zakażenia w czasie porodu;Other infection during labour
O75.4;Inne powikłania operacji chirurgicznych i zabiegów położniczych;Other complications of obstetric surgery and procedures
O75.5;Opóźniony poród po przebiciu pęcherza płodowego;Delayed delivery after artificial rupture of membranes
O75.6;Opóźniony poród po samoistnym lub nieokreślonym pęknięciu pęcherza płodowego;Delayed delivery after spontaneous or unspecified rupture of membranes
O75.7;Poród drogą pochwową po uprzednim cięciu cesarskim;Vaginal delivery following previous caesarean section
O75.8;Inne określone powikłania czynności porodowej i porodu;Other specified complications of labour and delivery
O75.9;Powikłania czynności porodowej lub porodu, nieokreślone;Complication of labour and delivery, unspecified
O80;Poród samoistny pojedynczy siłami natury;
O80.0;Poród samoistny pojedynczy w ułożeniu podłużnym potylicowym;Spontaneous vertex delivery
O80.1;Poród samoistny pojedynczy pośladkowy;Spontaneous breech delivery
O80.8;Inny samoistny poród pojedynczy;Other single spontaneous delivery
O80.9;Poród samoistny pojedynczy, nieokreślony;Single spontaneous delivery, unspecified
O81;Poród pojedynczy przy pomocy kleszczy lub próżniociągu;
O81.0;Poród pojedynczy przy pomocy kleszczy wyjściowych;Low forceps delivery
O81.1;Poród pojedynczy przy pomocy kleszczy próżniowych;Mid-cavity forceps delivery
O81.2;Kleszcze próżniowe ze zwrotem główki;Mid-cavity forceps with rotation
O81.3;Inny i nieokreślony pojedynczy poród kleszczowy;Other and unspecified forceps delivery
O81.4;Poród pojedynczy przy pomocy próżniociągu;Vacuum extractor delivery
O81.5;Poród pojedynczy przy pomocy kleszczy i próżniociągu;Delivery by combination of forceps and vacuum extractor
O82;Poród pojedynczy przez cięcie cesarskie;
O82.0;Poród pojedynczy przez planowe cięcie cesarskie;Delivery by elective caesarean section
O82.1;Poród pojedynczy przez cięcie cesarskie ze wskazań nagłych;Delivery by emergency caesarean section
O82.2;Poród pojedynczy przez cięcie cesarskie z wycięciem macicy;Delivery by caesarean hysterectomy
O82.8;Inny poród pojedynczy przez cięcie cesarskie;Other single delivery by caesarean section
O82.9;Poród pojedynczy przez cięcie cesarskie, nieokreślony;Delivery by caesarean section, unspecified
O83;Inny poród pojedynczy z udzieleniem pomocy położniczej;
O83.0;Wydobycie pośladków, pomoc ręczna;Breech extraction
O83.1;Inny poród pojedynczy pośladkowy z udzieleniem pomocy położniczej;Other assisted breech delivery
O83.2;Inny poród pojedynczy wspomagany ręcznie;Other manipulation-assisted delivery
O83.3;Poród pojedynczy żywego płodu z ciąży brzusznej;Delivery of viable fetus in abdominal pregnancy
O83.4;Operacje pomniejszające objętość płodu;Destructive operation for delivery
O83.8;Inny określony pojedynczy poród wspomagany;Other specified assisted single delivery
O83.9;Pojedynczy poród wspomagany, nieokreślony;Assisted single delivery, unspecified
O84;Poród mnogi;
O84.0;Poród mnogi w całości samoistny;Multiple delivery, all spontaneous
O84.1;Poród mnogi w całości przy pomocy kleszczy i próżniociągu;Multiple delivery, all by forceps and vacuum extractor
O84.2;Poród mnogi w całości przez cięcie cesarskie;Multiple delivery, all by caesarean section
O84.8;Inny poród mnogi;Other multiple delivery
O84.9;Poród mnogi, nieokreślony;Multiple delivery, unspecified
O85;Zakażenie połogowe miejscowe i uogólnione;Puerperal sepsis
O86;Inne zakażenia połogowe;
O86.0;Zakażenia chirurgicznych ran położniczych;Infection of obstetric surgical wound
O86.1;Inne zakażenia dróg rodnych po porodzie;Other infection of genital tract following delivery
O86.2;Zakażenie dróg moczowych po porodzie;Urinary tract infection following delivery
O86.3;Inne zakażenia układu moczowo-płciowego w następstwie porodu;Other genitourinary tract infections following delivery
O86.4;Gorączka nieznanego pochodzenia po porodzie;Pyrexia of unknown origin following delivery
O86.8;Inne określone zakażenia połogowe;Other specified puerperal infections
O87;Powikłania ze strony układu żylnego w okresie połogu;
O87.0;Zakrzepowe zapalenia żył powierzchownych w czasie połogu;Superficial thrombophlebitis in the puerperium
O87.1;Zakrzepica żył głębokich w czasie połogu;Deep phlebothrombosis in the puerperium
O87.2;Guzy krwawnicowe w czasie połogu;Haemorrhoids in the puerperium
O87.3;Zakrzepica żył mózgowych w czasie połogu;Cerebral venous thrombosis in the puerperium
O87.8;Inne powikłania ze strony układu żylnego w czasie połogu;Other venous complications in the puerperium
O87.9;Powikłania ze strony układu żylnego w czasie połogu, nieokreślone;Venous complication in the puerperium, unspecified
O88;Zator położniczy;
O88.0;Zator powietrzny z przyczyn położniczych;Obstetric air embolism
O88.1;Zator płynem owodniowym;Amniotic fluid embolism
O88.2;Zator skrzepem krwi z przyczyn położniczych;Obstetric blood-clot embolism
O88.3;Zator ropny i septyczny z przyczyn położniczych;Obstetric pyaemic and septic embolism
O88.8;Inny zator z przyczyn położniczych;Other obstetric embolism
O89;Powikłania znieczulenia w okresie połogu;
O89.0;Powikłania płucne spowodowane znieczuleniem w czasie połogu;Pulmonary complications of anaesthesia during the puerperium
O89.1;Powikłania sercowe spowodowane znieczuleniem w czasie połogu;Cardiac complications of anaesthesia during the puerperium
O89.2;Powikłania ze strony ośrodkowego układu nerwowego spowodowane znieczuleniem w czasie połogu;Central nervous system complications of anaesthesia during the puerperium
O89.3;Reakcje toksyczne na środki do znieczulenia miejscowego w czasie połogu;Toxic reaction to local anaesthesia during the puerperium
O89.4;Ból głowy będący następstwem znieczulenia rdzeniowego lub nadtwardówkowego w czasie połogu;Spinal and epidural anaesthesia-induced headache during the puerperium
O89.5;Inne powikłania znieczulenia rdzeniowego lub nadtwardówkowego w czasie połogu;Other complications of spinal and epidural anaesthesia during the puerperium
O89.6;Nieudana lub trudna intubacja w czasie połogu;Failed or difficult intubation during the puerperium
O89.8;Inne powikłania znieczulenia w czasie połogu;Other complications of anaesthesia during the puerperium
O89.9;Powikłania znieczulenia w czasie połogu, nieokreślone;Complication of anaesthesia during the puerperium, unspecified
O90;Powikłania okresu połogowego, niesklasyfikowane gdzie indziej;
O90.0;Rozejście się rany po cięciu cesarskim;Disruption of caesarean section wound
O90.1;Rozejście się rany krocza;Disruption of perineal obstetric wound
O90.2;Krwiak rany położniczej;Haematoma of obstetric wound
O90.3;Kardiomiopatia w czasie połogu;Cardiomyopathy in the puerperium
O90.4;Poporodowa ostra niewydolność nerek;Postpartum acute renal failure
O90.5;Poporodowe zapalenie tarczycy;Postpartum thyroiditis
O90.8;Inne powikłania okresu połogowego, niesklasyfikowane gdzie indziej;Other complications of the puerperium, not elsewhere classified
O90.9;Powikłanie okresu połogowego, nieokreślone;Complication of the puerperium, unspecified
O91;Zakażenia piersi związane z porodem;
O91.0;Zakażenie brodawki sutkowej związane z porodem;Infection of nipple associated with childbirth
O91.1;Ropień piersi związany z porodem;Abscess of breast associated with childbirth
O91.2;Nieropne zapalenie piersi związane z porodem;Nonpurulent mastitis associated with childbirth
O92;Inne choroby piersi i zaburzenia laktacji związane z porodem;
O92.0;Wciągnięcie brodawki sutkowej związane z porodem;Retracted nipple associated with childbirth
O92.1;Pęknięcie brodawki sutkowej związane z porodem;Cracked nipple associated with childbirth
O92.2;Inne i nieokreślone zaburzenia piersi związane z porodem;Other and unspecified disorders of breast associated with childbirth
O92.3;Brak pokarmu;Agalactia
O92.4;Niedostateczna ilość pokarmu;Hypogalactia
O92.5;Zahamowanie laktacji;Suppressed lactation
O92.6;Mlekotok;Galactorrhoea
O92.7;Inne i nieokreślone zaburzenia laktacji;Other and unspecified disorders of lactation
O94;Następstwa powikłań ciąży, porodu i okresu połogu;
O95;Zgon położniczy z nieokreślonej przyczyny;Obstetric death of unspecified cause
O96;Zgon z dowolnej przyczyny położniczej następujący po upływie 42 dni, lecz nie więcej niż jeden rok po porodzie;Death from any obstetric cause occurring more than 42 days but less than one year after delivery
O97;Zgon w następstwie bezpośredniej przyczyny położniczej;Death from sequelae of direct obstetric causes
O98;Choroby zakaźne i pasożytnicze u matki sklasyfikowane gdzie indziej, lecz wikłające ciążę, poród i połóg;
O98.0;Gruźlica wikłająca ciążę, poród i połóg;Tuberculosis complicating pregnancy, childbirth and the puerperium
O98.1;Kiła wikłająca ciążę, poród i połóg;Syphilis complicating pregnancy, childbirth and the puerperium
O98.2;Rzeżączka wikłająca ciążę, poród i połóg;Gonorrhoea complicating pregnancy, childbirth and the puerperium
O98.3;Inne zakażenia przenoszone głównie drogą płciową, wikłające ciążę, poród i połóg;Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth and the puerperium
O98.4;Wirusowe zapalenie wątroby wikłające ciążę, poród i połóg;Viral hepatitis complicating pregnancy, childbirth and the puerperium
O98.5;Inne choroby wirusowe wikłające ciążę, poród i połóg;Other viral diseases complicating pregnancy, childbirth and the puerperium
O98.6;Choroby pierwotniakowe wikłające ciążę, poród i połóg;Protozoal diseases complicating pregnancy, childbirth and the puerperium
O98.8;Inne choroby zakaźne i pasożytnicze u matki wikłające ciążę, poród i połóg;Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium
O98.9;Nieokreślone choroby zakaźne i pasożytnicze u matki wikłające ciążę, poród i połóg;Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium
O99;Inne choroby matki sklasyfikowane gdzie indziej, lecz wikłające ciążę, poród i połóg;
O99.0;Niedokrwistość wikłająca ciążę, poród i połóg;Anaemia complicating pregnancy, childbirth and the puerperium
O99.1;Inne choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych, wikłające ciążę, poród i połóg;Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium
O99.2;Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych, wikłające ciążę, poród i połóg;Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium
O99.3;Zaburzenia psychiczne i choroby układu nerwowego wikłające ciążę, poród i połóg;Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium
O99.4;Choroby układu krążenia wikłające ciążę, poród i połóg;Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium
O99.5;Choroby układu oddechowego wikłające ciążę, poród i połóg;Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium
O99.6;Choroby układu pokarmowego wikłające ciążę, poród i połóg;Diseases of the digestive system complicating pregnancy, childbirth and the puerperium
O99.7;Choroby skóry i tkanki podskórnej wikłające ciążę, poród i połóg;Diseases of the skin and subcutaneous tissue complicating pregnancy, childbirth and the puerperium
O99.8;Inne określone choroby wikłające ciążę, poród i połóg;Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium
P00;Stan płodu i noworodka spowodowany czynnikami matczynymi, które mogą nie być związane z obecną ciążą;
P00.0;Stan płodu i noworodka spowodowany nadciśnieniem u matki;Fetus and newborn affected by maternal hypertensive disorders
P00.1;Stan płodu i noworodka spowodowany chorobami nerek i dróg moczowych u matki;Fetus and newborn affected by maternal renal and urinary tract diseases
P00.2;Stan płodu i noworodka spowodowany chorobami zakaźnymi i pasożytniczymi u matki;Fetus and newborn affected by maternal infectious and parasitic diseases
P00.3;Stan płodu i noworodka spowodowany przez inne choroby układu krążenia i układu oddechowego u matki;Fetus and newborn affected by other maternal circulatory and respiratory diseases
P00.4;Stan płodu i noworodka spowodowany zaburzeniami odżywienia matki;Fetus and newborn affected by maternal nutritional disorders
P00.5;Stan płodu i noworodka spowodowany urazem u matki;Fetus and newborn affected by maternal injury
P00.6;Stan płodu i noworodka spowodowany zabiegami chirurgicznymi u matki;Fetus and newborn affected by surgical procedure on mother
P00.7;Stan płodu i noworodka spowodowany innymi zabiegami medycznymi u matki, niesklasyfikowanymi gdzie indziej;Fetus and newborn affected by other medical procedures on mother, not elsewhere classified
P00.8;Stan płodu i noworodka spowodowany innymi chorobami matki;Fetus and newborn affected by other maternal conditions
P00.9;Stan płodu i noworodka spowodowany nieokreślonymi stanami u matki;Fetus and newborn affected by unspecified maternal condition
P01;Stan płodu i noworodka spowodowany przez powikłania ciąży u matki;
P01.0;Stan płodu i noworodka spowodowany niewydolnością szyjki macicy;Fetus and newborn affected by incompetent cervix
P01.1;Stan płodu i noworodka spowodowany przedwczesnym pęknięciem pęcherza płodowego;Fetus and newborn affected by premature rupture of membranes
P01.2;Stan płodu i noworodka spowodowany małowodziem;Fetus and newborn affected by oligohydramnios
P01.3;Stan płodu i noworodka spowodowany wielowodziem;Fetus and newborn affected by polyhydramnios
P01.4;Stan płodu i noworodka spowodowany ciążą pozamaciczną;Fetus and newborn affected by ectopic pregnancy
P01.5;Stan płodu i noworodka spowodowany ciążą mnogą;Fetus and newborn affected by multiple pregnancy
P01.6;Stan płodu i noworodka spowodowany śmiercią matki;Fetus and newborn affected by maternal death
P01.7;Stan płodu i noworodka spowodowany nieprawidłowym ułożeniem płodu przed rozpoczęciem czynności porodowej;Fetus and newborn affected by malpresentation before labour
P01.8;Stan płodu i noworodka spowodowany innymi powikłaniami ciąży u matki;Fetus and newborn affected by other maternal complications of pregnancy
P01.9;Stan płodu i noworodka spowodowany powikłaniami ciąży u matki, nieokreślonymi;Fetus and newborn affected by maternal complication of pregnancy, unspecified
P02;Stan płodu i noworodka spowodowany powikłaniami ze strony łożyska, pępowiny i błon płodowych;
P02.0;Stan płodu i noworodka spowodowany łożyskiem przodującym;Fetus and newborn affected by placenta praevia
P02.1;Stan płodu i noworodka spowodowany innymi rodzajami oddzielenia łożyska i krwawieniami;Fetus and newborn affected by other forms of placental separation and haemorrhage
P02.2;Stan płodu i noworodka spowodowany innymi i nieokreślonymi nieprawidłowościami morfologicznymi i czynnościowymi łożyska;Fetus and newborn affected by other and unspecified morphological and functional abnormalities of placenta
P02.3;Stan płodu i noworodka spowodowany zespołami przetoczenia płodowo-łożyskowego;Fetus and newborn affected by placental transfusion syndromes
P02.4;Stan płodu i noworodka spowodowany wypadnięciem pępowiny;Fetus and newborn affected by prolapsed cord
P02.5;Stan płodu i noworodka spowodowany innymi stanami z uciśnięciem pępowiny;Fetus and newborn affected by other compression of umbilical cord
P02.6;Stan płodu i noworodka spowodowany innymi i nieokreślonymi stanami pępowiny;Fetus and newborn affected by other and unspecified conditions of umbilical cord
P02.7;Stan płodu i noworodka spowodowany zapaleniem błon płodowych i łożyska;Fetus and newborn affected by chorioamnionitis
P02.8;Stan płodu i noworodka spowodowany innymi nieprawidłowościami błon płodowych;Fetus and newborn affected by other abnormalities of membranes
P02.9;Stan płodu i noworodka spowodowany nieprawidłowością błon płodowych, nieokreśloną;Fetus and newborn affected by abnormality of membranes, unspecified
P03;Stan płodu i noworodka spowodowany innymi powikłaniami czynności porodowej i porodu;
P03.0;Stan płodu i noworodka spowodowany porodem pośladkowym i wydobyciem płodu;Fetus and newborn affected by breech delivery and extraction
P03.1;Stan płodu i noworodka spowodowany innym nieprawidłowym przodowaniem, ułożeniem i niewspółmiernością podczas czynności porodowej i porodu;Fetus and newborn affected by other malpresentation, malposition and disproportion during labour and delivery
P03.2;Stan płodu i noworodka spowodowany porodem kleszczowym;Fetus and newborn affected by forceps delivery
P03.3;Stan płodu i noworodka spowodowany zastosowaniem próżniociągu;Fetus and newborn affected by delivery by vacuum extractor [ventouse]
P03.4;Stan płodu i noworodka spowodowany cięciem cesarskim;Fetus and newborn affected by caesarean delivery
P03.5;Stan płodu i noworodka spowodowany porodem nagłym;Fetus and newborn affected by precipitate delivery
P03.6;Stan płodu i noworodka spowodowany nieprawidłową czynnością skurczową macicy;Fetus and newborn affected by abnormal uterine contractions
P03.8;Stan płodu i noworodka spowodowany innymi określonymi powikłaniami czynności porodowej i porodu;Fetus and newborn affected by other specified complications of labour and delivery
P03.9;Stan płodu i noworodka spowodowany powikłaniem czynności porodowej i porodu, nieokreślonym;Fetus and newborn affected by complication of labour and delivery, unspecified
P04;Stan płodu i noworodka spowodowany przez szkodliwe substancje przenoszone za pośrednictwem łożyska lub z pokarmem kobiecym;
P04.0;Stan płodu i noworodka spowodowany znieczuleniem i leczeniem przeciwbólowym podczas ciąży i porodu;Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery
P04.1;Stan płodu i noworodka spowodowany stosowaniem innych leków u matki;Fetus and newborn affected by other maternal medication
P04.2;Stan płodu i noworodka spowodowany używaniem przez matkę wyrobów tytoniowych;Fetus and newborn affected by maternal use of tobacco
P04.3;Stan płodu i noworodka spowodowany piciem alkoholu przez matkę;Fetus and newborn affected by maternal use of alcohol
P04.4;Stan płodu i noworodka spowodowany stosowaniem substancji narkotycznych przez matkę;Fetus and newborn affected by maternal use of drugs of addiction
P04.5;Stan płodu i noworodka spowodowany odżywczymi substancjami chemicznymi przyjmowanymi przez matkę;Fetus and newborn affected by maternal use of nutritional chemical substances
P04.6;Stan płodu i noworodka spowodowany narażeniem matki na substancje chemiczne występujące w środowisku;Fetus and newborn affected by maternal exposure to environmental chemical substances
P04.8;Stan płodu i noworodka spowodowany ekspozycją matki na inne szkodliwe czynniki;Fetus and newborn affected by other maternal noxious influences
P04.9;Stan płodu i noworodka spowodowany szkodliwym wpływem u matki, nieokreślonym;Fetus and newborn affected by maternal noxious influence, unspecified
P05;Opóźniony wzrost płodu i niedożywienie płodu;
P05.0;Niska urodzeniowa masa ciała noworodka w stosunku do wieku płodowego;Light for gestational age
P05.1;Niskie urodzeniowe wymiary ciała noworodka w stosunku do wieku płodowego;Small for gestational age
P05.2;Niedożywienie płodu bez informacji o niskiej urodzeniowej masie ciała lub o niskich urodzeniowych wymiarach ciała w stosunku do wieku płodowego;Fetal malnutrition without mention of light or small for gestational age
P05.9;Opóźnienie wzrastania płodu, nieokreślone;Slow fetal growth, unspecified
P07;Zaburzenia związane z krótkim czasem trwania ciąży i niską masą urodzeniową, niesklasyfikowane gdzie indziej;
P07.0;Skrajnie niska urodzeniowa masa ciała;Extremely low birth weight
P07.1;Inna niska urodzeniowa masa ciała;Other low birth weight
P07.2;Skrajne wcześniactwo;Extreme immaturity
P07.3;Inne przypadki wcześniactwa;Other preterm infants
P08;Zaburzenia związane z przedłużonym trwaniem ciąży i dużą urodzeniową masą ciała;
P08.0;Noworodek o wyjątkowo dużej wadze;Exceptionally large baby
P08.1;Inne noworodki z dużą w stosunku do wieku płodowego masą ciała;Other heavy for gestational age infants
P08.2;Noworodek urodzony po wyliczonym terminie, niewykazujący nadmiaru urodzeniowej masy ciała w stosunku do wieku płodowego;Post-term infant, not heavy for gestational age
P10;Uszkodzenie struktur śródczaszkowych i krwotok spowodowany urazem porodowym;
P10.0;Krwotok podtwardówkowy spowodowany urazem porodowym;Subdural haemorrhage due to birth injury
P10.1;Krwawienie do mózgu spowodowane urazem porodowym;Cerebral haemorrhage due to birth injury
P10.2;Krwotok dokomorowy spowodowany urazem porodowym;Intraventricular haemorrhage due to birth injury
P10.3;Krwotok podpajęczynówkowy spowodowany urazem porodowym;Subarachnoid haemorrhage due to birth injury
P10.4;Rozdarcie namiotu móżdżku spowodowane urazem porodowym;Tentorial tear due to birth injury
P10.8;Inne uszkodzenie struktur śródczaszkowych i krwotoki spowodowane urazem porodowym;Other intracranial lacerations and haemorrhages due to birth injury
P10.9;Nieokreślone uszkodzenie struktur śródczaszkowych i krwotok spowodowany urazem porodowym;Unspecified intracranial laceration and haemorrhage due to birth injury
P11;Inne porodowe urazy ośrodkowego układu nerwowego;
P11.0;Obrzęk mózgu spowodowany urazem porodowym;Cerebral oedema due to birth injury
P11.1;Inne określone uszkodzenie mózgu spowodowane urazem porodowym;Other specified brain damage due to birth injury
P11.2;Nieokreślone uszkodzenie mózgu spowodowane urazem porodowym;Unspecified brain damage due to birth injury
P11.3;Uraz porodowy nerwu twarzowego;Birth injury to facial nerve
P11.4;Uraz porodowy innych nerwów czaszkowych;Birth injury to other cranial nerves
P11.5;Uraz porodowy kręgosłupa i rdzenia kręgowego;Birth injury to spine and spinal cord
P11.9;Uraz porodowy ośrodkowego układu nerwowego, nieokreślony;Birth injury to central nervous system, unspecified
P12;Porodowy uraz owłosionej skóry głowy;
P12.0;Krwiak podokostnowy spowodowany urazem porodowym;Cephalhaematoma due to birth injury
P12.1;Przedgłowie spowodowane urazem porodowym;Chignon due to birth injury
P12.2;Krwiak czaszki pod rozcięgnem spowodowany urazem porodowym;Epicranial subaponeurotic haemorrhage due to birth injury
P12.3;Zasinienie owłosionej skóry głowy spowodowane urazem porodowym;Bruising of scalp due to birth injury
P12.4;Uraz owłosionej skóry głowy spowodowany monitorowaniem stanu noworodka;Monitoring injury of scalp of newborn
P12.8;Inne urazy porodowe owłosionej skóry głowy;Other birth injuries to scalp
P12.9;Uraz porodowy owłosionej skóry głowy, nieokreślony;Birth injury to scalp, unspecified
P13;Uraz porodowy kości;
P13.0;Złamanie kości czaszki spowodowane urazem porodowym;Fracture of skull due to birth injury
P13.1;Inne urazy porodowe czaszki;Other birth injuries to skull
P13.2;Uraz porodowy kości udowej;Birth injury to femur
P13.3;Uraz porodowy innych kości długich;Birth injury to other long bones
P13.4;Złamanie obojczyka spowodowane urazem porodowym;Fracture of clavicle due to birth injury
P13.8;Urazy porodowe innych kości;Birth injuries to other parts of skeleton
P13.9;Uraz porodowy kości, nieokreślony;Birth injury to skeleton, unspecified
P14;Uraz porodowy obwodowego układu nerwowego;
P14.0;Porażenie Erba spowodowane urazem porodowym;Erbs paralysis due to birth injury
P14.1;Porażenie Klumpke spowodowane urazem porodowym;Klumpkes paralysis due to birth injury
P14.2;Porażenie nerwu przeponowego spowodowane urazem porodowym;Phrenic nerve paralysis due to birth injury
P14.3;Inne urazy porodowe splotu ramiennego;Other brachial plexus birth injuries
P14.8;Urazy porodowe innych części obwodowego układu nerwowego;Birth injuries to other parts of peripheral nervous system
P14.9;Uraz porodowy obwodowego układu nerwowego, nieokreślony;Birth injury to peripheral nervous system, unspecified
P15;Inne urazy porodowe;
P15.0;Uraz porodowy wątroby;Birth injury to liver
P15.1;Uraz porodowy śledziony;Birth injury to spleen
P15.2;Uraz porodowy mięśnia mostkowo-obojczykowo-sutkowego;Sternomastoid injury due to birth injury
P15.3;Uraz porodowy oka;Birth injury to eye
P15.4;Uraz porodowy twarzy;Birth injury to face
P15.5;Uraz porodowy zewnętrznych narządów moczowo-płciowych;Birth injury to external genitalia
P15.6;Martwica podskórnej tkanki tłuszczowej spowodowana urazem porodowym;Subcutaneous fat necrosis due to birth injury
P15.8;Inne określone urazy porodowe;Other specified birth injuries
P15.9;Uraz porodowy, nieokreślony;Birth injury, unspecified
P20;Niedotlenienie wewnątrzmaciczne;
P20.0;Niedotlenienie wewnątrzmaciczne stwierdzone przed rozpoczęciem czynności porodowej;Intrauterine hypoxia first noted before onset of labour
P20.1;Niedotlenienie wewnątrzmaciczne stwierdzone w czasie czynności porodowej i porodu;Intrauterine hypoxia first noted during labour and delivery
P20.9;Niedotlenienie wewnątrzmaciczne, nieokreślone;Intrauterine hypoxia, unspecified
P21;Zamartwica urodzeniowa;
P21.0;Ciężka zamartwica urodzeniowa;Severe birth asphyxia
P21.1;Umiarkowana lub średniego stopnia zamartwica urodzeniowa;Mild and moderate birth asphyxia
P21.9;Zamartwica urodzeniowa, nieokreślona;Birth asphyxia, unspecified
P22;Zespół zaburzeń oddychania noworodka;
P22.0;Zespół zaburzeń oddychania noworodka;Respiratory distress syndrome of newborn
P22.1;Przemijający szybki oddech noworodka;Transient tachypnoea of newborn
P22.8;Inne zaburzenie oddychania noworodka;Other respiratory distress of newborn
P22.9;Zaburzenia oddychania u noworodka, nieokreślone;Respiratory distress of newborn, unspecified
P23;Wrodzone zapalenie płuc;
P23.0;Wrodzone wirusowe zapalenie płuc;Congenital pneumonia due to viral agent
P23.1;Wrodzone zapalenie płuc wywołane przez Chlamydia;Congenital pneumonia due to Chlamydia
P23.2;Wrodzone zapalenie płuc wywołane przez gronkowce;Congenital pneumonia due to staphylococcus
P23.3;Wrodzone zapalenie płuc wywołane przez paciorkowce z grupy B;Congenital pneumonia due to streptococcus, group B
P23.4;Wrodzone zapalenie płuc wywołane przez Escherichia coli;Congenital pneumonia due to Escherichia coli
P23.5;Wrodzone zapalenie płuc wywołane przez Pseudomonas;Congenital pneumonia due to Pseudomonas
P23.6;Wrodzone zapalenie płuc wywołane przez inne bakterie;Congenital pneumonia due to other bacterial agents
P23.8;Wrodzone zapalenie płuc wywołane przez inne organizmy;Congenital pneumonia due to other organisms
P23.9;Wrodzone zapalenie płuc, nieokreślone;Congenital pneumonia, unspecified
P24;Noworodkowe zespoły zachłyśnięcia;
P24.0;Zachłyśnięcie się smółką przez noworodka;Neonatal aspiration of meconium
P24.1;Zachłyśnięcie się wodami płodowymi i śluzem przez noworodka;Neonatal aspiration of amniotic fluid and mucus
P24.2;Zachłyśnięcie się krwią przez noworodka;Neonatal aspiration of blood
P24.3;Zachłyśnięcie się mlekiem i zwróconym pokarmem przez noworodka;Neonatal aspiration of milk and regurgitated food
P24.8;Inne noworodkowe zespoły zachłyśnięcia;Other neonatal aspiration syndromes
P24.9;Noworodkowy zespół zachłyśnięcia, nieokreślony;Neonatal aspiration syndrome, unspecified
P25;Rozedma śródmiąższowa i stany pokrewne rozpoczynające się w okresie okołoporodowym;
P25.0;Rozedma śródmiąższowa rozpoczynająca się w okresie okołoporodowym;Interstitial emphysema originating in the perinatal period
P25.1;Odma opłucnowa rozpoczynająca się w okresie okołoporodowym;Pneumothorax originating in the perinatal period
P25.2;Odma śródpiersiowa rozpoczynająca się w okresie okołoporodowym;Pneumomediastinum originating in the perinatal period
P25.3;Odma osierdziowa rozpoczynająca się w okresie okołoporodowym;Pneumopericardium originating in the perinatal period
